Sun Dec 17 01:03:20 +0000 2017,"Everywhere, USA",,": Rich fraud, poor fraud: The GOP's double standard on tax mistakes u1"
Sun Dec 17 01:03:21 +0000 2017,hotland,,"* Wow. * Poor, naive little buddy. * They've brainwashed you."
Sun Dec 17 01:03:21 +0000 2017,"Laramie, WY",,Monster Hunter? More like Monster HUNGER amirite?
Sun Dec 17 01:03:22 +0000 2017,"Lorton, VA",,": Unlike the hero of a familiar classic story, the GOP steals from the middle class and poor to give t"
Sun Dec 17 01:03:24 +0000 2017,"Los Angeles, California",,: US soccer doesnt invest meaningful resources into poor communities or communities of color & thus the sport contin
Sun Dec 17 01:03:29 +0000 2017,"Novi Sad, Republic of Serbia",,Democrats state the wealthy should be forced to pay more taxes into to help the poor. Do you agree?
Sun Dec 17 01:03:30 +0000 2017,"Toronto, Ontario",,"god this made me tear up, poor girl"
Sun Dec 17 01:03:32 +0000 2017,@/bIackpinkdinah,,Omg I have p in my bank account! We love a poor legend!
Sun Dec 17 01:03:32 +0000 2017,regret,Canada,"What they saw though was a poor Canada, sitting on the floor with no pants and an egg covered in pinkish liquid between his legs."
Sun Dec 17 01:03:32 +0000 2017,"Buckhead, Atlanta",,: Liberals would have us believe the LIE that Republicans would like the poor & disadvantaged to die. Ive been invol
Sun Dec 17 01:03:34 +0000 2017,New Zealand,,Working poor drive food bank demand as Christmas nears
Sun Dec 17 01:03:36 +0000 2017,"Faversham, England.",,": I hope he changes mobile phone service provider to save a month, then realises the reception is really poor in a"
Sun Dec 17 01:03:37 +0000 2017,,Canada,It's the capital of Canada how can you be poor or are you saying that the team is poor.
Sun Dec 17 01:03:38 +0000 2017,"Atlanta, GA",,: The Rauner administration had been just brutal for poor people.
Sun Dec 17 01:03:38 +0000 2017,Essex,,: Wow! MP launches shocking attack on headteacher for daring to speak about poverty & hunger some of her pupils face.
Sun Dec 17 01:03:40 +0000 2017,slamming that MF snooze button,,: When you're older you start to think about how cruel the Pokemon world is. Poor Animals
Sun Dec 17 01:03:40 +0000 2017,"Chicago, IL",,Poor baby :/... she was thirsty for a followback from someone she thought was a sea urchin lmao sad life
Sun Dec 17 01:03:41 +0000 2017,Ireland,,"lol - ah bless him, the poor fucker."
Sun Dec 17 01:03:42 +0000 2017,The D(C),,Wow Im poor and nobody wants me
Sun Dec 17 01:03:42 +0000 2017,"Helsinki, Finland",,"""Wow, didn't you miss out, poor you!"" Or, less diplomatic but shorter: ""How stupid of you."""
Sun Dec 17 01:03:42 +0000 2017,#BLACKLIVESMATTER,,": ""I'm gay and wanna be able to get married in peace...but I still hate poor people. ...I could also do without the"
Sun Dec 17 01:03:43 +0000 2017,Ohio,,: What a disgrace. Taking from the poor and middle class to provide more subsidies for the rich. At w
Sun Dec 17 01:03:43 +0000 2017,"Greenville, South Carolina",,Why are we worried about the middle income? What about the truly poor?
Sun Dec 17 01:03:43 +0000 2017,O Canada,,and also just poor circulation tbh. LOL.
Sun Dec 17 01:03:44 +0000 2017,Small Town NE South Dakota,,Poor preparation Id guess
Sun Dec 17 01:03:44 +0000 2017,Newburgh,,: The Republican tax plan hurts: -The poor -The middle class -The sick -The disabled -The elderly It helps: -Million
Sun Dec 17 01:03:45 +0000 2017,"Salem, MA",,: Republicans are creating an America where there are rich and poor and no one in between.
Sun Dec 17 01:03:46 +0000 2017,Utopian Hell ,,: hello poors I know u want jobs and healthcare but Im here to tell you theres a better way hear me out imagina
Sun Dec 17 01:03:46 +0000 2017,"Kendrapara, India",,: Luv had tears in his eyes while watching HINA during the special screening! Poor guy HOPE he plays INDIVIDUAL now!
Sun Dec 17 01:03:48 +0000 2017,Wellington,,: Working poor drive food bank demand as Christmas nears
Sun Dec 17 01:03:49 +0000 2017,hoshido || nsfw sometimes,,my guess is that two super rad twins bullied some poor boy into being their maid but forgot he was there when they brought their ultra gay f
Sun Dec 17 01:03:52 +0000 2017,,India,: A friend from India told me that a countryman of his said: I want to go to America. I want to see a country where poor
Sun Dec 17 01:03:53 +0000 2017,Borgerhout,,": Apparently Im the poor black guy that got accosted by young Tories. For those who were worried, I can confirm"
Sun Dec 17 01:03:54 +0000 2017,"Oceanside, CA",,Aww poor rich white with no VOICE
Sun Dec 17 01:03:55 +0000 2017,T O R O N T O,,": ""I'm gay and wanna be able to get married in peace...but I still hate poor people. ...I could also do without the"
Sun Dec 17 01:03:56 +0000 2017,Texas,,": ""I'm gay and wanna be able to get married in peace...but I still hate poor people. ...I could also do without the"
Sun Dec 17 01:03:56 +0000 2017,America,,"I AM SO VERY SICK TO HEAR THAT YOU WILL GIFT THE RICH AND TAKE FROM THE POOR, SENIORS, AND THE MIDD"
Sun Dec 17 01:04:01 +0000 2017,United States,,": Eressing a bad character in a movie makes you Racist and Sexist, altho Race and Sex has nothing to do with the po"
Sun Dec 17 01:04:03 +0000 2017,Bennys Garage Ramps,,: Well poor mouse
Sun Dec 17 01:04:03 +0000 2017,GB,,": How bad does the economy have to get, how great the unprecedented gap between rich and poor, before shitlibs finall"
Sun Dec 17 01:04:04 +0000 2017,Hundred Acre Woods,,: At &6pm on Volunteers prepare food boxes to help families dealing with hunger
Sun Dec 17 01:04:05 +0000 2017,Visakhapatnam AndhraPradesh In,,"Quota for poor forward caste is pittance, big boon for politician. they argue for % re"
Sun Dec 17 01:04:08 +0000 2017,"Pateros, National Capital Region",,": It's not that the photoshoot of Isabelle Duterte is illegal, it's just that rn, the poor are getting visibly poorer"
Sun Dec 17 01:04:09 +0000 2017,"Caribbean, Lesser Antilles. ",,: charged with obstructing traffic after Maloney residents set fire to debris along CR Highway in protest over poor water supply
Sun Dec 17 01:04:10 +0000 2017,The deepest parts of the abyss,,You poor bastard pebbles ypu domt deserve this
Sun Dec 17 01:04:11 +0000 2017,the internet,,": I don't know what people think poverty is, when somehow they think it's a meaningful concept without an economic system wh"
Sun Dec 17 01:04:13 +0000 2017,Cali,,: Don't you know? Every hunger homeless person is some mother's child? No matter how young or old. How can you look a
Sun Dec 17 01:04:14 +0000 2017,"Philadelphia, PA",,: They want to collect a handout from tax payers but not actually do their jobs
Sun Dec 17 01:04:15 +0000 2017,india,,": A thriving temple does not let anyone go hungry. By stealing the temple resources, the British, follo"
Sun Dec 17 01:04:15 +0000 2017,"Miami Beach, FL",,: My family in El Salvador is poor. They hardly have money for food and now theyre facing this alone and I want to f
Sun Dec 17 01:04:15 +0000 2017,"Tennessee, USA",,"poor puppy, hope she gets all the love that she needs in life"
Sun Dec 17 01:04:18 +0000 2017,"San Francisco, CA",,: my ajit pai drawing really annoyed a sect of right-wing folks who don't like that i made fun of the poor little guy
Sun Dec 17 01:04:19 +0000 2017,Middle of nowhere,,Nr5 the amount of shit this poor man have to deal with are at a ridiculous high level. Nr please
Sun Dec 17 01:04:20 +0000 2017,Puerto Rico,,"Being poor and ugly has its advantages, because when they fall in love with you, they do it with the heart"
Sun Dec 17 01:04:20 +0000 2017,"London, Ontario",,Eugene crying poor after getting an eansion fee from Vegas is so adorable. Hell probably get his share of $650m from Seattle too.
Sun Dec 17 01:04:20 +0000 2017,9.29 dylan // 4.02 gerald,,"""im so poor, im gonna set myself on fire."" fldjdkdks"
Sun Dec 17 01:04:22 +0000 2017,Proud American from California,,"What you call a victory I call a tragedy and the rape of the poor not known for foreplay,"
Sun Dec 17 01:04:24 +0000 2017,HELL,,": For those who are heartbroken and poor, may find joy and grace in the love of God today"
Sun Dec 17 01:04:25 +0000 2017,Homeworld ,,: my ajit pai drawing really annoyed a sect of right-wing folks who don't like that i made fun of the poor little guy
Sun Dec 17 01:04:25 +0000 2017,D.C. Area,,I must be rich because it affects me. Nice!! I was poor under Obama.
Sun Dec 17 01:04:26 +0000 2017,"Arizona, USA",,: What the heck is wrong with our government? Why is beginning to feel like the poor pe
Sun Dec 17 01:04:27 +0000 2017,MD,,: Abortion Is Playing God Wake Up You Have No RightLittle Sisters Of The Poor R Saints
Sun Dec 17 01:04:28 +0000 2017,"Goshen, IN",,": ""I like weed but I also hate poor people"""
Sun Dec 17 01:04:28 +0000 2017,"Eastchurch, England",,: Just found a penguin skeleton in the road. Poor little fella D
Sun Dec 17 01:04:28 +0000 2017,"Kissimmee, FL",,: Marco Rubio Made the Republican Tax Bill Slightly Better for the Working Poor. Its Still a Regressive Boondoggle.
Sun Dec 17 01:04:32 +0000 2017,"Palmdale, CA",,I think is to good for him he should be made to feel the same pain as that poor year old little boy every si U
Sun Dec 17 01:04:33 +0000 2017,Scot in England,,: Poor Girl!
Sun Dec 17 01:04:35 +0000 2017,"Angus, Scotland",,: To claim that people accumulate wealth through work hard and ambition alone is to tell poor people that their lack
Sun Dec 17 01:04:36 +0000 2017,Mali,,": Corruption harms all, but the poor and vulnerable suffer most. We need to unite against it; tackling corruption is"
Sun Dec 17 01:04:38 +0000 2017,"Laredo, TX",Texas,": ""The Texas Baptist Hunger Offering connects Christ-followers with communities that are struggling to access food he"
Sun Dec 17 01:04:39 +0000 2017,Directly under the sun...now.,,: Eugene crying poor after getting an eansion fee from Vegas is so adorable. Hell probably get his share of $650m from
Sun Dec 17 01:04:41 +0000 2017,"Edinburgh, Scotland",,: oh diddums why must mummy n daddy be so rich!!!! why cant a have ALL the poor people money?!?!! filthy peasa
Sun Dec 17 01:04:42 +0000 2017,"Damulog, Northern Mindanao",,": Ill never understand how Christianity went from a gospel of serving the poor and the mistreated to a gospel of, F"
Sun Dec 17 01:04:43 +0000 2017,"Finishing Thesis, Hell.",,": Remember that fascism has a vested interest in climate change. More scarcity, poverty, desperation, refugees. More"
Sun Dec 17 01:04:43 +0000 2017,"New York, USA",,The study just says that LIFESTYLE is a risk factor for both varicocele and poor
Sun Dec 17 01:04:45 +0000 2017,Philadelpiha,,Oh you poor stupid deplorables
Sun Dec 17 01:04:47 +0000 2017,"Nevada, USA",,: Poor kid in a house of mirrors
Sun Dec 17 01:04:48 +0000 2017,EIRE,,Yessssss Face The Pain in the background poor
Sun Dec 17 01:04:48 +0000 2017,lamesquad| lambie has my heart,,Poor Ethan.
Sun Dec 17 01:04:49 +0000 2017,Iowa,,Way to bow down to corporate interests. Poor people's lives are about to get considerably worse. How
Sun Dec 17 01:04:50 +0000 2017,"Boyds Creek, TN",,You mean the poor (or tax receivers) dont want the rich to get richer. The poor want
Sun Dec 17 01:04:51 +0000 2017,Balearic Basement,,: Spare a thought for poor Nigel. This sad man is stuck in his multimillion pound townhouse after years trapped on
Sun Dec 17 01:04:53 +0000 2017,"Sayre, OK",,Her poor mama waste so much money each month paying for a phone that I dont think Even knows where its at half the time
Sun Dec 17 01:04:57 +0000 2017,"Van Nuys, Los Angeles",,: Ghetto is not an adjective. It is a noun. The world has made it an adjective as a way to mock Black people & poor
Sun Dec 17 01:04:57 +0000 2017,"Florida, USA",,Meanwhile GOP tax plane robs from working poor and middle class to give it to the rich including a lot D
Sun Dec 17 01:04:58 +0000 2017,"Anchorage, AK",,: my ajit pai drawing really annoyed a sect of right-wing folks who don't like that i made fun of the poor little guy
Sun Dec 17 01:04:59 +0000 2017,"Albany, NY",,: I didnt notice Sam was scratching his arm. A subtle nervous habit. Poor Sam
Sun Dec 17 01:05:00 +0000 2017,Daytona Beach Fl - NAWFATL,,: you have such poor taste in life 8
Sun Dec 17 01:05:01 +0000 2017,NJ || Philadelphia || NYC,,"Poor kid comes running to the front sweating and sheer panic on his face, he didnt know where"
Sun Dec 17 01:05:03 +0000 2017,Kay | James | 2/2,,: this is so cute my poor heart D
Sun Dec 17 01:05:05 +0000 2017,"Mendoza, Argentina",,: If you don't follow this trend you are either poor and wants to be unfortunate or officially mad Somebody
Sun Dec 17 01:05:07 +0000 2017,Washington,,: Republicans are creating an America where there are rich and poor and no one in between.
Sun Dec 17 01:05:07 +0000 2017,Oklahoma,,"The meek also shall increase their joy in the Lord,and the poor among men shall rejoice in the Holy One of Israel.Isaiah :19"
Sun Dec 17 01:05:08 +0000 2017,Stockholm,,: hello poors I know u want jobs and healthcare but Im here to tell you theres a better way hear me out imagina
Sun Dec 17 01:05:08 +0000 2017,Chicago and Kona,,Poor game plan
Sun Dec 17 01:05:09 +0000 2017,icon: nutsil,,the onyl reason i like yuri more than natsuki is bc the poor girl got rewritten completely bc of monik
Sun Dec 17 01:05:10 +0000 2017,"Wakanda, The Traveler.",,": ""I'm gay and wanna be able to get married in peace...but I still hate poor people. ...I could also do without the"
Sun Dec 17 01:05:11 +0000 2017,United States,,.....our capitalist society is about building yourself up off the backs of others. Needs -20 separat
Sun Dec 17 01:05:11 +0000 2017,"Washington, USA",,Also poor people arent going to jail for minor possessions so thats a huge plus
Sun Dec 17 01:05:13 +0000 2017,"Oklahoma, USA",,"Poverty in America is ""by design."" Our enemies (George Soros, Globalists & their US minions) plan to impoverish us,"
Sun Dec 17 01:05:15 +0000 2017,Bradford ,,: Really pissed off to not see due to the doors opening late.... VERY POOR organisation from
Sun Dec 17 01:05:16 +0000 2017,"Kurdistan, Europe",,Ramin Hussein Panahi Ended his Hunger Strike
Sun Dec 17 01:05:20 +0000 2017,"West Midlands, England",,": Villa fans very poor today considering they were th in the league, when Blues came near the bottom they out sung us for m"
Sun Dec 17 01:05:22 +0000 2017,RIP Matsuno Rina,,poor dani
Sun Dec 17 01:05:22 +0000 2017,Sydney,,GoogleVET. Africa to Start Free Tertiary Education for Poor Citizens - Bloomberg
Sun Dec 17 01:05:22 +0000 2017,"Brockton, MA",,": ""I'm gay and wanna be able to get married in peace...but I still hate poor people. ...I could also do without the"
Sun Dec 17 01:05:24 +0000 2017,Paris,,": Rich fraud, poor fraud: The GOP's double standard on tax mistakes u1"
Sun Dec 17 01:05:24 +0000 2017,Des Moines,,": The is on a mission to make life hard for the poor & middle class. In order to fix this, we must"
Sun Dec 17 01:05:25 +0000 2017,"California, USA",,": Rich fraud, poor fraud: The GOP's double standard on tax mistakes u1"
Sun Dec 17 01:05:26 +0000 2017,"England, United Kingdom",,It's not the lack of backstory it's the lack of significance that makes it an issue. If t 9
Sun Dec 17 01:05:27 +0000 2017,"Citrus Heights, CA",,"All this is, is Reparations for the rich. Because their greed is feeling slighted by poor. How dare t"
Sun Dec 17 01:05:28 +0000 2017,"Guayaquil, Ecuador",,": venda los lujos del vaticano cristo nacio pobre ,sell the luxury of the Vatican Christ was poor"
